indicador;nivel_territorial;abertura_territorial;var_de_abertura1;categoria_de_abertura1;var_de_abertura2;categoria_de_abertura2;maio;junho;maio_para_junho;julho;junho_para_julho;agosto;julho_para_agosto;setembro;agosto_para_setembro;outubro;setembro_para_outubro;novembro;outubro_para_novembro
CV - Pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Cor ou Raça;Total4;-;-;0,971802614;1,093221876;-;1,198469798;-;1,261531754;-;1,551930733;-;1,58126464;-;1,585692917;-
CV - Pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Cor ou Raça;Branca;-;-;1,437781245;1,706365976;-;1,773737279;-;1,866117863;-;2,237035724;-;2,317714976;-;2,271318126;-
CV - Pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Cor ou Raça;Preta ou parda;-;-;1,237369118;1,337328042;-;1,452493184;-;1,601514624;-;1,970802941;-;1,994315287;-;1,997173236;-
CV - Pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Nível de instrução;Total;-;-;0,971802614;1,093221876;-;1,198469798;-;1,261531754;-;1,551930733;-;1,58126464;-;1,585692917;-
CV - Pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;1,497377999;1,61654553;-;1,701848362;-;1,791723564;-;2,053141815;-;2,288615468;-;2,219582091;-
CV - Pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Nível de instrução;Fundamental completo ao médio incompleto;-;-;1,895123351;2,186416269;-;2,354043324;-;2,520295171;-;3,028946594;-;3,143714232;-;3,0324675;-
CV - Pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Nível de instrução;Médio completo ao superior incompleto;-;-;1,387182399;1,62947581;-;1,766553993;-;1,88454045;-;2,336921522;-;2,417250085;-;2,295920709;-
CV - Pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Nível de instrução;Superior completo ou pós-graduação;-;-;2,138133352;2,57007626;-;2,714462251;-;3,010594925;-;3,756789885;-;3,652573973;-;3,617513602;-
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Sexo;Total;-;-;100;100;-;100;-;100;-;100;-;100;-;100;-
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Sexo;Homem;-;-;43,33950366;43,1121751;-;42,68982928;-;42,83380332;-;43,25965079;-;42,61774786;-;43,1230155;-
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Sexo;Mulher;-;-;56,66049634;56,8878249;-;57,31017072;-;57,16619668;-;56,74034921;-;57,38225214;-;56,8769845;-
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Grupos de Idade;Total;-;-;100;100;-;100;-;100;-;100;-;100;-;100;-
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Grupos de Idade;0 a 9 anos;-;-;7,228395333;7,702002749;-;7,805596076;-;9,955722286;-;9,09755336;-;10,44675029;-;10,91786239;-
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Grupos de Idade;10 a 19 anos;-;-;9,44795882;9,032112112;-;9,471756451;-;10,08140904;-;9,481788351;-;9,886890553;-;9,586049018;-
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Grupos de Idade;20 a 29 anos;-;-;17,89480916;17,24473435;-;16,89593541;-;16,40311591;-;16,07439989;-;15,97509465;-;16,48801295;-
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Grupos de Idade;30 a 59 anos;-;-;50,59720519;50,21210118;-;49,47578056;-;47,33620482;-;47,49542472;-;46,24617386;-;45,59743373;-
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Grupos de Idade;60 anos ou mais;-;-;14,83163149;15,80904961;-;16,35093151;-;16,22354794;-;17,85083368;-;17,44509064;-;17,41064191;-
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Grupos de Idade 2;Total ;-;-;100;100;-;100;-;100;-;100;-;100;-;100;-
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Grupos de Idade 2;0 a 59 anos ;-;-;85,16836851;84,19095039;-;83,64906849;-;83,77645206;-;82,14916632;-;82,55490936;-;82,58935809;-
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Grupos de Idade 2;60 anos ou mais ;-;-;14,83163149;15,80904961;-;16,35093151;-;16,22354794;-;17,85083368;-;17,44509064;-;17,41064191;-
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Cor ou Raça;Total4;-;-;100;100;-;100;-;100;-;100;-;100;-;100;-
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Cor ou Raça;Branca;-;-;40,29012088;40,70338461;-;42,16304488;-;43,46769138;-;43,10462102;-;41,93027951;-;44,44799115;-
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Cor ou Raça;Preta ou parda;-;-;58,22416709;58,0209079;-;56,5860144;-;55,34431838;-;55,69091922;-;57,1092424;-;54,4389279;-
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Nível de instrução;Total;-;-;100;100;-;100;-;100;-;100;-;100;-;100;-
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;32,80668361;34,72226709;-;35,0734281;-;38,01767952;-;37,62637067;-;38,80011137;-;37,63176014;-
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Nível de instrução;Fundamental completo ao médio incompleto;-;-;16,33865302;15,9124814;-;16,62314188;-;15,87040622;-;15,3324827;-;15,51119727;-;15,7375125;-
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Nível de instrução;Médio completo ao superior incompleto;-;-;34,81699279;33,56625544;-;32,76259282;-;31,00286073;-;31,4801691;-;30,78097034;-;30,21202333;-
Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Nível de instrução;Superior completo ou pós-graduação;-;-;16,03767058;15,79899606;-;15,54083721;-;15,10905354;-;15,56097753;-;14,90772102;-;16,41870403;-
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Sexo;Total;-;-;0;0;-;0;-;0;-;0;-;0;-;0;-
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Sexo;Homem;-;-;0,671998332;0,803381638;-;0,840925302;-;0,945520833;-;1,100458149;-;1,253345062;-;1,203653474;-
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Sexo;Mulher;-;-;0,514010219;0,608839061;-;0,626397673;-;0,708465068;-;0,839004975;-;0,930858268;-;0,912586486;-
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Grupos de Idade;Total;-;-;0;0;-;0;-;0;-;0;-;0;-;0;-
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Grupos de Idade;0 a 9 anos;-;-;2,600785836;3,011449114;-;3,205041929;-;2,970951248;-;3,589303694;-;3,898518575;-;3,987773932;-
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Grupos de Idade;10 a 19 anos;-;-;1,940655143;2,40257168;-;2,576819688;-;2,667932596;-;3,309958451;-;3,590411218;-;3,381274766;-
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Grupos de Idade;20 a 29 anos;-;-;1,443897176;1,756360242;-;1,945418198;-;2,170781211;-;2,672988688;-;2,739945573;-;2,728378544;-
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Grupos de Idade;30 a 59 anos;-;-;0,612058293;0,765333695;-;0,800161122;-;0,909613206;-;1,165498491;-;1,250659657;-;1,208456259;-
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Grupos de Idade;60 anos ou mais;-;-;1,50624807;1,754630989;-;1,860457775;-;1,992167619;-;2,201661993;-;2,394645416;-;2,520022656;-
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Grupos de Idade 2;Total ;-;-;0;0;-;0;-;0;-;0;-;0;-;0;-
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Grupos de Idade 2;0 a 59 anos ;-;-;0,262305322;0,329477791;-;0,363664751;-;0,385788919;-;0,478416322;-;0,506024495;-;0,531245345;-
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Grupos de Idade 2;60 anos ou mais ;-;-;1,50624807;1,754630989;-;1,860457775;-;1,992167619;-;2,201661993;-;2,394645416;-;2,520022656;-
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Cor ou Raça;Total4;-;-;0;0;-;0;-;0;-;0;-;0;-;0;-
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Cor ou Raça;Branca;-;-;1,078589415;1,224314548;-;1,222277164;-;1,320543568;-;1,582408615;-;1,67391341;-;1,554640524;-
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Cor ou Raça;Preta ou parda;-;-;0,767680141;0,858303101;-;0,908855571;-;1,037914184;-;1,228852915;-;1,228179408;-;1,283888989;-
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Nível de instrução;Total;-;-;0;0;-;0;-;0;-;0;-;0;-;0;-
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;1,087550582;1,20504752;-;1,22678831;-;1,272676826;-;1,444178903;-;1,596220002;-;1,554963567;-
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Nível de instrução;Fundamental completo ao médio incompleto;-;-;1,63747142;1,884628778;-;1,946399608;-;2,151486322;-;2,504537693;-;2,761978488;-;2,647218895;-
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Nível de instrução;Médio completo ao superior incompleto;-;-;0,990416255;1,209296684;-;1,292704716;-;1,411886817;-;1,701895543;-;1,82604347;-;1,774671255;-
CV - Distribuição das pessoas que apresentaram algum dos sintoma(s) (%);País;Brasil;Nível de instrução;Superior completo ou pós-graduação;-;-;1,955828217;2,31603933;-;2,489399526;-;2,745833931;-;3,439936979;-;3,330929009;-;3,08600843;-
Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Sexo;Total;-;-;11,38728898;7,349020705;Queda;6,533058274;Queda;5,744358598;Queda;4,369658294;Queda;3,692617387;Queda;3,759086528;Estável
Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Sexo;Homem;-;-;10,09483682;6,480840296;-;5,704920026;-;5,033195078;-;3,866812525;-;3,219245401;-;3,316101092;-
Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Sexo;Mulher;-;-;12,62351863;8,179408943;-;7,325123506;-;6,424523065;-;4,850570143;-;4,145327531;-;4,182723009;-
Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Grupos de Idade;Total;-;-;11,38728898;7,349020705;-;6,533058274;-;5,744358598;-;4,369658294;-;3,692617387;-;3,759086528;-
Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Grupos de Idade;0 a 9 anos;-;-;5,931334263;4,08086683;-;3,678544297;-;4,127854691;-;2,871037726;-;2,787597023;-;2,967502183;-
Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Grupos de Idade;10 a 19 anos;-;-;7,426965778;4,591384325;-;4,288187231;-;4,020392377;-;2,881527345;-;2,54351159;-;2,51502207;-
Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Grupos de Idade;20 a 29 anos;-;-;12,59596924;7,840867294;-;6,835593194;-;5,840898608;-;4,35841109;-;3,663900569;-;3,853457467;-
Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Grupos de Idade;30 a 59 anos;-;-;13,97101822;8,944380515;-;7,831943242;-;6,586451534;-;5,025417349;-;4,133750845;-;4,147760553;-
Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Grupos de Idade;60 anos ou mais;-;-;11,87798361;8,150810978;-;7,476068247;-;6,505683223;-;5,431340901;-;4,474496466;-;4,534582732;-
Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Grupos de Idade 2;Total ;-;-;11,38728898;7,349020705;-;6,533058274;-;5,744358598;-;4,369658294;-;3,692617387;-;3,759086528;-
Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Grupos de Idade 2;0 a 59 anos ;-;-;11,30595232;7,215735809;-;6,375854554;-;5,617063933;-;4,191615492;-;3,561121392;-;3,628278717;-
Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Grupos de Idade 2;60 anos ou mais ;-;-;11,87798361;8,150810978;-;7,476068247;-;6,505683223;-;5,431340901;-;4,474496466;-;4,534582732;-
Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Cor ou Raça;Total4;-;-;11,38728898;7,349020705;-;6,533058274;-;5,744358598;-;4,369658294;-;3,692617387;-;3,759086528;-
Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Cor ou Raça;Branca;-;-;10,4065291;6,801189098;-;6,264211071;-;5,65697602;-;4,265370076;-;3,504667761;-;3,780189585;-
Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Cor ou Raça;Preta ou parda;-;-;12,10740315;7,75934532;-;6,729491603;-;5,801042437;-;4,440453915;-;3,848873758;-;3,738117451;-
Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Nível de instrução;Total;-;-;11,38728898;7,349020705;-;6,533058274;-;5,744358598;-;4,369658294;-;3,692617387;-;3,759086528;-
Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;9,130553477;6,181690245;-;5,541965593;-;5,279351613;-;3,973065858;-;3,462361735;-;3,423664448;-
Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Nível de instrução;Fundamental completo ao médio incompleto;-;-;11,55525514;7,295389259;-;6,830894871;-;5,741644261;-;4,226014289;-;3,61004104;-;3,724111806;-
Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Nível de instrução;Médio completo ao superior incompleto;-;-;13,29204409;8,313188451;-;7,212130276;-;6,017634076;-;4,643905437;-;3,832996885;-;3,8286413;-
Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Nível de instrução;Superior completo ou pós-graduação;-;-;13,88169536;8,918828107;-;7,763281999;-;6,594693683;-;5,173557752;-;4,202197555;-;4,699588841;-
CV - Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Sexo;Total;-;-;0,971802614;1,093221876;-;1,198469798;-;1,261531754;-;1,551930733;-;1,58126464;-;1,585692917;-
CV - Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Sexo;Homem;-;-;1,222543063;1,430941207;-;1,486408037;-;1,606440914;-;1,980453351;-;2,057450942;-;2,113059815;-
CV - Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Sexo;Mulher;-;-;1,064502392;1,186978236;-;1,334015735;-;1,421994312;-;1,697538461;-;1,801860704;-;1,722430693;-
CV - Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Grupos de Idade;Total;-;-;0,971802614;1,093221876;-;1,198469798;-;1,261531754;-;1,551930733;-;1,58126464;-;1,585692917;-
CV - Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Grupos de Idade;0 a 9 anos;-;-;2,909366441;3,330792895;-;3,548401078;-;3,419362756;-;4,05337871;-;4,470862468;-;4,570306571;-
CV - Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Grupos de Idade;10 a 19 anos;-;-;2,294990384;2,686560474;-;2,980963798;-;3,045351556;-;3,674854819;-;4,067324537;-;3,810351586;-
CV - Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Grupos de Idade;20 a 29 anos;-;-;1,797447544;2,103492621;-;2,298076264;-;2,55847697;-;3,210584874;-;3,243283571;-;3,206693556;-
CV - Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Grupos de Idade;30 a 59 anos;-;-;1,083915184;1,29756662;-;1,399012155;-;1,486410344;-;1,96469869;-;1,924572129;-;1,8933548;-
CV - Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Grupos de Idade;60 anos ou mais;-;-;1,654944297;1,969083486;-;2,075136345;-;2,189463929;-;2,381993638;-;2,588158424;-;2,777597069;-
CV - Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Grupos de Idade 2;Total ;-;-;0,971802614;1,093221876;-;1,198469798;-;1,261531754;-;1,551930733;-;1,58126464;-;1,585692917;-
CV - Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Grupos de Idade 2;0 a 59 anos ;-;-;1,046808854;1,173949252;-;1,297764016;-;1,374306773;-;1,726591132;-;1,755298382;-;1,743287648;-
CV - Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Grupos de Idade 2;60 anos ou mais ;-;-;1,654944297;1,969083486;-;2,075136345;-;2,189463929;-;2,381993638;-;2,588158424;-;2,777597069;-
CV - Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Cor ou Raça;Total4;-;-;0,971802614;1,093221876;-;1,198469798;-;1,261531754;-;1,551930733;-;1,58126464;-;1,585692917;-
CV - Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Cor ou Raça;Branca;-;-;1,377856453;1,653607513;-;1,733046197;-;1,814083807;-;2,183398147;-;2,282904834;-;2,226564523;-
CV - Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Cor ou Raça;Preta ou parda;-;-;1,17566323;1,293135157;-;1,397893358;-;1,570993914;-;1,929524963;-;1,952020117;-;1,955642853;-
CV - Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Nível de instrução;Total;-;-;0,971802614;1,093221876;-;1,198469798;-;1,261531754;-;1,551930733;-;1,58126464;-;1,585692917;-
CV - Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Nível de instrução;Sem instrução ao fundamental incompleto;-;-;1,43587255;1,562349945;-;1,64320769;-;1,751463337;-;2,019274441;-;2,249927531;-;2,183315567;-
CV - Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Nível de instrução;Fundamental completo ao médio incompleto;-;-;1,771208006;2,10459949;-;2,246521587;-;2,444828171;-;2,950255257;-;3,082705685;-;2,970996789;-
CV - Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Nível de instrução;Médio completo ao superior incompleto;-;-;1,341265243;1,588697763;-;1,734484474;-;1,863708622;-;2,284591891;-;2,394424272;-;2,278409165;-
CV - Percentual de pessoas que apresentaram algum dos sintomas no total da população (%) ;País;Brasil;Nível de instrução;Superior completo ou pós-graduação;-;-;1,873802704;2,299652026;-;2,450573268;-;2,712073371;-;3,481379166;-;3,488374622;-;3,408178645;-
Pessoas que apresentaram o sintoma de perda de cheiro ou de sabor (mil pessoas);País;Brasil;Sexo;Total;-;-;3870,425776;2155,687632;Queda;1786,603244;Queda;1335,58075;Queda;861,7708965;Queda;702,3583867;Queda;795,8374473;Aumento
Pessoas que apresentaram o sintoma de perda de cheiro ou de sabor (mil pessoas);País;Brasil;Sexo;Homem;-;-;1619,229739;897,6879943;-;740,2412277;-;524,1918516;-;353,3838564;-;281,7451425;-;334,8224156;-
Pessoas que apresentaram o sintoma de perda de cheiro ou de sabor (mil pessoas);País;Brasil;Sexo;Mulher;-;-;2251,196037;1257,999638;-;1046,362016;-;811,3888982;-;508,3870401;-;420,6132442;-;461,0150317;-
